Date,Time,date_time,relative_humidity,altimeter,air_temp
08/03/21,01:47AM,08/03/21-01:47AM,53.62,29.93,75.2
08/03/21,12:52AM,08/03/21-12:52AM,47.06,29.94,75.2
08/02/21,11:47PM,08/02/21-11:47PM,50.52,29.94,77
08/02/21,10:47PM,08/02/21-10:47PM,44.89,29.95,80.6
08/02/21,09:47PM,08/02/21-09:47PM,50.78,29.98,78.8
08/02/21,08:47PM,08/02/21-08:47PM,53.88,29.99,77
08/02/21,07:47PM,08/02/21-07:47PM,48.15,30,82.4
08/02/21,06:47PM,08/02/21-06:47PM,42.9,30.02,86
08/02/21,05:50PM,08/02/21-05:50PM,45.44,30.03,84.2
08/02/21,04:50PM,08/02/21-04:50PM,45.17,30.05,82.4
08/02/21,03:47PM,08/02/21-03:47PM,57.2,30.06,75.2
08/02/21,02:47PM,08/02/21-02:47PM,64.54,30.06,71.6
08/02/21,01:50PM,08/02/21-01:50PM,72.42,30.05,62.6
08/02/21,02:47AM,08/02/21-02:47AM,52.83,29.99,69.8
08/02/21,01:47AM,08/02/21-01:47AM,56.7,29.99,71.6
08/02/21,12:47AM,08/02/21-12:47AM,60.75,30,73.4
08/01/21,11:47PM,08/01/21-11:47PM,60.98,30,75.2
08/01/21,10:50PM,08/01/21-10:50PM,64.98,30,75.2
08/01/21,09:48PM,08/01/21-09:48PM,64.98,30.01,75.2
08/01/21,08:48PM,08/01/21-08:48PM,60.98,30.01,75.2
08/01/21,07:47PM,08/01/21-07:47PM,54.14,30.03,78.8
08/01/21,06:47PM,08/01/21-06:47PM,57.69,30.05,78.8
08/01/21,05:47PM,08/01/21-05:47PM,51.05,30.06,80.6
08/01/21,04:47PM,08/01/21-04:47PM,51.05,30.06,80.6
08/01/21,03:52PM,08/01/21-03:52PM,60.98,30.07,75.2
08/01/21,02:47PM,08/01/21-02:47PM,78.09,30.07,71.6
08/01/21,01:47PM,08/01/21-01:47PM,87.94,30.05,60.8
08/01/21,02:50AM,08/01/21-02:50AM,60.03,29.99,68
08/01/21,01:50AM,08/01/21-01:50AM,64.32,29.98,69.8
08/01/21,12:50AM,08/01/21-12:50AM,73.15,29.97,69.8
07/31/21,11:47PM,07/31/21-11:47PM,60.98,29.97,75.2
07/31/21,10:58PM,07/31/21-10:58PM,68.81,29.99,71.6
07/31/21,09:50PM,07/31/21-09:50PM,68.81,30.01,71.6
07/31/21,08:47PM,07/31/21-08:47PM,68.81,30.01,71.6
07/31/21,07:55PM,07/31/21-07:55PM,68.81,30.02,71.6
07/31/21,06:59PM,07/31/21-06:59PM,68.81,30.03,71.6
07/31/21,05:57PM,07/31/21-05:57PM,73.15,30.03,69.8
07/31/21,05:37PM,07/31/21-05:37PM,77.94,30.03,69.8
07/31/21,04:56PM,07/31/21-04:56PM,82.89,30.04,68
07/31/21,03:55PM,07/31/21-03:55PM,100,30.04,64.4
07/31/21,03:29PM,07/31/21-03:29PM,100,30.04,64.4
07/31/21,03:10PM,07/31/21-03:10PM,93.89,30.03,64.4
07/31/21,03:00PM,07/31/21-03:00PM,93.89,30.03,64.4
07/31/21,02:47PM,07/31/21-02:47PM,100,30.02,64.4
07/31/21,01:52PM,07/31/21-01:52PM,100,30.01,62.6
07/31/21,02:51AM,07/31/21-02:51AM,82.77,29.96,66.2
07/31/21,01:47AM,07/31/21-01:47AM,68.81,29.95,71.6
07/30/21,11:55PM,07/30/21-11:55PM,73.32,29.9,71.6
07/30/21,10:47PM,07/30/21-10:47PM,68.81,29.89,71.6
07/30/21,09:47PM,07/30/21-09:47PM,68.81,29.9,71.6
07/30/21,08:52PM,07/30/21-08:52PM,64.76,29.91,73.4
07/30/21,07:47PM,07/30/21-07:47PM,68.81,29.94,71.6
07/30/21,06:47PM,07/30/21-06:47PM,73.32,29.94,71.6
07/30/21,05:47PM,07/30/21-05:47PM,64.76,29.95,73.4
07/30/21,04:50PM,07/30/21-04:50PM,69.01,29.94,73.4
07/30/21,03:51PM,07/30/21-03:51PM,78.09,29.94,71.6
07/30/21,02:55PM,07/30/21-02:55PM,93.94,29.93,66.2
07/30/21,01:47PM,07/30/21-01:47PM,100,29.91,60.8
07/30/21,02:47AM,07/30/21-02:47AM,88.2,29.86,66.2
07/30/21,01:47AM,07/30/21-01:47AM,73.15,29.85,69.8
07/30/21,12:47AM,07/30/21-12:47AM,64.76,29.85,73.4
07/29/21,11:47PM,07/29/21-11:47PM,61.21,29.85,77
07/29/21,10:50PM,07/29/21-10:50PM,64.98,29.86,75.2
07/29/21,09:47PM,07/29/21-09:47PM,60.98,29.89,75.2
07/29/21,08:48PM,07/29/21-08:48PM,57.2,29.9,75.2
07/29/21,07:48PM,07/29/21-07:48PM,68.81,29.9,71.6
07/29/21,06:47PM,07/29/21-06:47PM,68.81,29.92,71.6
07/29/21,05:53PM,07/29/21-05:53PM,69.01,29.92,73.4
07/29/21,04:47PM,07/29/21-04:47PM,64.98,29.93,75.2
07/29/21,03:47PM,07/29/21-03:47PM,64.98,29.94,75.2
07/29/21,02:47PM,07/29/21-02:47PM,78.09,29.94,71.6
07/29/21,01:47PM,07/29/21-01:47PM,82.65,29.94,64.4
07/29/21,02:49AM,07/29/21-02:49AM,68.61,29.94,69.8
07/29/21,01:47AM,07/29/21-01:47AM,57.2,29.94,75.2
07/29/21,12:52AM,07/29/21-12:52AM,57.2,29.94,75.2
07/28/21,11:55PM,07/28/21-11:55PM,60.98,29.95,75.2
07/28/21,10:48PM,07/28/21-10:48PM,64.98,29.96,75.2
07/28/21,09:47PM,07/28/21-09:47PM,64.98,29.98,75.2
07/28/21,08:51PM,07/28/21-08:51PM,69.01,30,73.4
07/28/21,07:50PM,07/28/21-07:50PM,64.98,30.01,75.2
07/28/21,06:50PM,07/28/21-06:50PM,64.98,30.02,75.2
07/28/21,05:50PM,07/28/21-05:50PM,64.98,30.02,75.2
07/28/21,04:47PM,07/28/21-04:47PM,73.5,30.02,73.4
07/28/21,03:47PM,07/28/21-03:47PM,83.13,30.02,71.6
07/28/21,02:47PM,07/28/21-02:47PM,94.03,30.01,69.8
07/28/21,01:47PM,07/28/21-01:47PM,100,30.02,62.6
07/28/21,02:52AM,07/28/21-02:52AM,88.2,29.97,66.2
07/28/21,01:53AM,07/28/21-01:53AM,77.94,29.95,69.8
07/28/21,12:47AM,07/28/21-12:47AM,73.32,29.95,71.6
07/27/21,11:47PM,07/27/21-11:47PM,73.32,29.96,71.6
07/27/21,10:47PM,07/27/21-10:47PM,69.01,29.97,73.4
07/27/21,09:47PM,07/27/21-09:47PM,69.01,29.98,73.4
07/27/21,08:47PM,07/27/21-08:47PM,69.01,29.99,73.4
07/27/21,07:59PM,07/27/21-07:59PM,69.01,29.99,73.4
07/27/21,06:47PM,07/27/21-06:47PM,69.01,30,73.4
07/27/21,04:47PM,07/27/21-04:47PM,88.29,30,68
07/27/21,03:47PM,07/27/21-03:47PM,93.94,30,66.2
07/27/21,02:47PM,07/27/21-02:47PM,93.94,29.99,66.2
07/27/21,01:50PM,07/27/21-01:50PM,93.94,29.98,66.2
07/27/21,02:47AM,07/27/21-02:47AM,88.2,29.93,66.2
07/27/21,01:47AM,07/27/21-01:47AM,77.94,29.92,69.8
07/27/21,12:55AM,07/27/21-12:55AM,73.32,29.92,71.6
07/26/21,11:47PM,07/26/21-11:47PM,69.01,29.93,73.4
07/26/21,10:47PM,07/26/21-10:47PM,69.01,29.94,73.4
07/26/21,09:50PM,07/26/21-09:50PM,69.01,29.95,73.4
07/26/21,08:47PM,07/26/21-08:47PM,73.32,29.95,71.6
07/26/21,07:54PM,07/26/21-07:54PM,78.09,29.95,71.6
07/26/21,06:59PM,07/26/21-06:59PM,73.5,29.95,73.4
07/26/21,05:53PM,07/26/21-05:53PM,83.13,29.94,71.6
07/26/21,04:55PM,07/26/21-04:55PM,83.13,29.94,71.6
07/26/21,03:59PM,07/26/21-03:59PM,94.07,29.95,71.6
07/26/21,02:47PM,07/26/21-02:47PM,100,29.95,66.2
07/26/21,01:53PM,07/26/21-01:53PM,93.94,29.96,66.2
07/26/21,02:50AM,07/26/21-02:50AM,82.77,29.92,66.2
07/26/21,01:47AM,07/26/21-01:47AM,73.15,29.91,69.8
07/26/21,12:47AM,07/26/21-12:47AM,68.81,29.91,71.6
07/25/21,11:47PM,07/25/21-11:47PM,68.81,29.92,71.6
07/25/21,10:59PM,07/25/21-10:59PM,57.45,29.92,77
07/25/21,09:49PM,07/25/21-09:49PM,69.01,29.94,73.4
07/25/21,08:59PM,07/25/21-08:59PM,61.21,29.95,77
07/25/21,07:55PM,07/25/21-07:55PM,57.69,29.96,78.8
07/25/21,06:55PM,07/25/21-06:55PM,57.69,29.97,78.8
07/25/21,05:50PM,07/25/21-05:50PM,57.45,29.98,77
07/25/21,04:55PM,07/25/21-04:55PM,64.98,29.99,75.2
07/25/21,03:47PM,07/25/21-03:47PM,73.32,30,71.6
07/25/21,02:49PM,07/25/21-02:49PM,83.01,30,69.8
07/25/21,01:49PM,07/25/21-01:49PM,93.94,29.98,66.2
07/25/21,02:52AM,07/25/21-02:52AM,82.77,29.95,66.2
07/25/21,01:52AM,07/25/21-01:52AM,77.79,29.94,68
07/25/21,12:52AM,07/25/21-12:52AM,64.76,29.95,73.4
07/24/21,11:47PM,07/24/21-11:47PM,60.98,29.97,75.2
07/24/21,10:47PM,07/24/21-10:47PM,64.76,29.98,73.4
07/24/21,09:52PM,07/24/21-09:52PM,64.76,29.99,73.4
07/24/21,08:47PM,07/24/21-08:47PM,60.98,30,75.2
07/24/21,07:47PM,07/24/21-07:47PM,60.98,30.01,75.2
07/24/21,06:51PM,07/24/21-06:51PM,60.98,30.03,75.2
07/24/21,05:59PM,07/24/21-05:59PM,61.21,30.04,77
07/24/21,04:48PM,07/24/21-04:48PM,64.98,30.03,75.2
07/24/21,03:54PM,07/24/21-03:54PM,78.09,30.04,71.6
07/24/21,02:54PM,07/24/21-02:54PM,88.54,30.02,73.4
07/24/21,01:50PM,07/24/21-01:50PM,93.94,30.01,66.2
07/24/21,02:47AM,07/24/21-02:47AM,82.89,30.01,68
07/24/21,01:50AM,07/24/21-01:50AM,73.32,30,71.6
07/24/21,12:55AM,07/24/21-12:55AM,69.01,29.99,73.4
07/23/21,11:47PM,07/23/21-11:47PM,69.21,30,75.2
07/23/21,10:51PM,07/23/21-10:51PM,65.2,30.01,77
07/23/21,09:55PM,07/23/21-09:55PM,61.44,30.02,78.8
07/23/21,07:50PM,07/23/21-07:50PM,61.44,30.03,78.8
07/23/21,06:52PM,07/23/21-06:52PM,57.94,30.04,80.6
07/23/21,05:49PM,07/23/21-05:49PM,54.65,30.05,82.4
07/23/21,04:58PM,07/23/21-04:58PM,61.67,30.05,80.6
07/23/21,03:52PM,07/23/21-03:52PM,83.25,30.05,73.4
07/23/21,03:00PM,07/23/21-03:00PM,88.46,30.03,71.6
07/23/21,01:47PM,07/23/21-01:47PM,93.98,30.03,68
07/22/21,11:50PM,07/22/21-11:50PM,61.44,29.93,78.8
07/22/21,10:47PM,07/22/21-10:47PM,61.44,29.93,78.8
07/22/21,09:55PM,07/22/21-09:55PM,54.65,29.94,82.4
07/22/21,09:22PM,07/22/21-09:22PM,45.44,29.94,84.2
07/22/21,08:48PM,07/22/21-08:48PM,51.31,29.95,82.4
07/22/21,08:16PM,07/22/21-08:16PM,51.31,29.95,82.4
07/22/21,06:52PM,07/22/21-06:52PM,54.4,29.96,80.6
07/22/21,05:54PM,07/22/21-05:54PM,73.5,29.95,73.4
07/22/21,04:47PM,07/22/21-04:47PM,61.44,29.95,78.8
07/22/21,03:47PM,07/22/21-03:47PM,73.67,29.94,75.2
07/22/21,02:48PM,07/22/21-02:48PM,94.12,29.92,73.4
07/22/21,01:47PM,07/22/21-01:47PM,94.03,29.9,69.8
07/22/21,02:47AM,07/22/21-02:47AM,78.09,29.83,71.6
07/22/21,01:47AM,07/22/21-01:47AM,64.98,29.81,75.2
07/22/21,12:50AM,07/22/21-12:50AM,64.98,29.81,75.2
07/21/21,11:54PM,07/21/21-11:54PM,69.21,29.81,75.2
07/21/21,10:47PM,07/21/21-10:47PM,65.2,29.82,77
07/21/21,09:47PM,07/21/21-09:47PM,61.44,29.84,78.8
07/21/21,08:47PM,07/21/21-08:47PM,61.67,29.85,80.6
07/21/21,07:47PM,07/21/21-07:47PM,54.65,29.87,82.4
07/21/21,06:47PM,07/21/21-06:47PM,51.58,29.88,84.2
07/21/21,05:47PM,07/21/21-05:47PM,57.94,29.89,80.6
07/21/21,04:47PM,07/21/21-04:47PM,57.94,29.89,80.6
07/21/21,03:48PM,07/21/21-03:48PM,69.21,29.9,75.2
07/21/21,02:51PM,07/21/21-02:51PM,78.09,29.9,71.6
07/21/21,01:47PM,07/21/21-01:47PM,93.89,29.89,64.4
07/21/21,02:49AM,07/21/21-02:49AM,68.81,29.87,71.6
07/21/21,01:47AM,07/21/21-01:47AM,73.5,29.86,73.4
07/21/21,12:47AM,07/21/21-12:47AM,64.98,29.87,75.2
07/20/21,11:48PM,07/20/21-11:48PM,69.21,29.88,75.2
07/20/21,10:55PM,07/20/21-10:55PM,61.44,29.89,78.8
07/20/21,09:55PM,07/20/21-09:55PM,57.69,29.93,78.8
07/20/21,08:47PM,07/20/21-08:47PM,61.21,29.95,77
07/20/21,07:57PM,07/20/21-07:57PM,61.21,29.98,77
07/20/21,06:49PM,07/20/21-06:49PM,57.69,30,78.8
07/20/21,05:58PM,07/20/21-05:58PM,61.44,30.01,78.8
07/20/21,04:47PM,07/20/21-04:47PM,61.44,30.02,78.8
07/20/21,03:49PM,07/20/21-03:49PM,73.85,30.03,77
07/20/21,02:49PM,07/20/21-02:49PM,88.46,30.03,71.6
07/20/21,01:50PM,07/20/21-01:50PM,100,30.01,66.2
07/20/21,02:47AM,07/20/21-02:47AM,78.09,29.97,71.6
07/20/21,01:47AM,07/20/21-01:47AM,64.98,29.95,75.2
07/20/21,12:50AM,07/20/21-12:50AM,47.61,29.96,78.8
07/19/21,11:47PM,07/19/21-11:47PM,54.14,29.96,78.8
07/19/21,10:50PM,07/19/21-10:50PM,61.44,29.97,78.8
07/19/21,09:47PM,07/19/21-09:47PM,61.44,29.98,78.8
07/19/21,08:50PM,07/19/21-08:50PM,61.44,30,78.8
07/19/21,07:47PM,07/19/21-07:47PM,57.94,30.01,80.6
07/19/21,06:59PM,07/19/21-06:59PM,57.94,30.03,80.6
07/19/21,05:47PM,07/19/21-05:47PM,61.67,30.04,80.6
07/19/21,04:47PM,07/19/21-04:47PM,57.94,30.04,80.6
07/19/21,03:50PM,07/19/21-03:50PM,61.67,30.04,80.6
07/19/21,02:55PM,07/19/21-02:55PM,83.37,30.04,75.2
07/19/21,01:50PM,07/19/21-01:50PM,93.94,30.02,66.2
07/19/21,02:47AM,07/19/21-02:47AM,73.32,29.95,71.6
07/19/21,01:49AM,07/19/21-01:49AM,39.11,29.93,78.8
07/19/21,12:49AM,07/19/21-12:49AM,41.78,29.93,78.8
07/18/21,11:47PM,07/18/21-11:47PM,57.69,29.92,78.8
07/18/21,10:50PM,07/18/21-10:50PM,65.2,29.94,77
07/18/21,09:47PM,07/18/21-09:47PM,65.41,29.94,78.8
07/18/21,08:47PM,07/18/21-08:47PM,61.67,29.95,80.6
07/18/21,07:47PM,07/18/21-07:47PM,61.67,29.97,80.6
07/18/21,06:55PM,07/18/21-06:55PM,54.65,29.97,82.4
07/18/21,05:47PM,07/18/21-05:47PM,57.94,29.98,80.6
07/18/21,04:47PM,07/18/21-04:47PM,65.41,29.98,78.8
07/18/21,03:52PM,07/18/21-03:52PM,78.39,30,75.2
07/18/21,02:53PM,07/18/21-02:53PM,78.09,30,71.6
07/18/21,01:57PM,07/18/21-01:57PM,88.2,29.97,66.2
07/18/21,02:47AM,07/18/21-02:47AM,77.94,29.93,69.8
07/18/21,01:47AM,07/18/21-01:47AM,69.01,29.91,73.4
07/18/21,12:53AM,07/18/21-12:53AM,69.01,29.9,73.4
07/17/21,11:53PM,07/17/21-11:53PM,64.98,29.89,75.2
07/17/21,10:47PM,07/17/21-10:47PM,64.98,29.89,75.2
07/17/21,09:47PM,07/17/21-09:47PM,64.98,29.91,75.2
07/17/21,08:50PM,07/17/21-08:50PM,61.21,29.92,77
07/17/21,07:47PM,07/17/21-07:47PM,57.69,29.93,78.8
07/17/21,06:47PM,07/17/21-06:47PM,57.69,29.95,78.8
07/17/21,06:00PM,07/17/21-06:00PM,57.69,29.95,78.8
07/17/21,04:48PM,07/17/21-04:48PM,54.14,29.96,78.8
07/17/21,03:50PM,07/17/21-03:50PM,64.98,29.96,75.2
07/17/21,02:47PM,07/17/21-02:47PM,83.13,29.95,71.6
07/17/21,01:50PM,07/17/21-01:50PM,88.11,29.94,64.4
07/17/21,02:50AM,07/17/21-02:50AM,82.89,29.88,68
07/17/21,01:55AM,07/17/21-01:55AM,73.32,29.86,71.6
07/17/21,12:47AM,07/17/21-12:47AM,69.01,29.87,73.4
07/16/21,11:47PM,07/16/21-11:47PM,64.76,29.88,73.4
07/16/21,10:54PM,07/16/21-10:54PM,64.98,29.9,75.2
07/16/21,09:54PM,07/16/21-09:54PM,64.98,29.91,75.2
07/16/21,08:50PM,07/16/21-08:50PM,61.21,29.93,77
07/16/21,07:52PM,07/16/21-07:52PM,61.21,29.95,77
07/16/21,06:48PM,07/16/21-06:48PM,57.69,29.96,78.8
07/16/21,05:50PM,07/16/21-05:50PM,61.21,29.97,77
07/16/21,04:47PM,07/16/21-04:47PM,64.98,29.97,75.2
07/16/21,03:52PM,07/16/21-03:52PM,69.01,29.97,73.4
07/16/21,02:51PM,07/16/21-02:51PM,77.94,29.96,69.8
07/16/21,01:48PM,07/16/21-01:48PM,93.94,29.96,66.2
07/15/21,11:52PM,07/15/21-11:52PM,64.98,29.92,75.2
07/15/21,10:47PM,07/15/21-10:47PM,61.44,29.93,78.8
07/15/21,09:52PM,07/15/21-09:52PM,61.44,29.95,78.8
07/15/21,08:52PM,07/15/21-08:52PM,61.44,29.97,78.8
07/15/21,07:49PM,07/15/21-07:49PM,57.94,29.98,80.6
07/15/21,06:47PM,07/15/21-06:47PM,61.44,29.99,78.8
07/15/21,05:47PM,07/15/21-05:47PM,57.94,29.99,80.6
07/15/21,04:47PM,07/15/21-04:47PM,57.69,30.01,78.8
07/15/21,03:47PM,07/15/21-03:47PM,73.85,30.01,77
07/15/21,02:49PM,07/15/21-02:49PM,94.07,30.01,71.6
07/15/21,01:47PM,07/15/21-01:47PM,100,30,66.2
07/15/21,02:47AM,07/15/21-02:47AM,83.01,29.94,69.8
07/15/21,01:47AM,07/15/21-01:47AM,78.09,29.93,71.6
07/15/21,12:47AM,07/15/21-12:47AM,73.5,29.94,73.4
07/14/21,11:47PM,07/14/21-11:47PM,61.44,29.94,78.8
07/14/21,10:47PM,07/14/21-10:47PM,57.94,29.95,80.6
07/14/21,10:06PM,07/14/21-10:06PM,45.44,29.97,84.2
07/14/21,09:50PM,07/14/21-09:50PM,45.44,29.97,84.2
07/14/21,08:50PM,07/14/21-08:50PM,51.31,29.97,82.4
07/14/21,07:47PM,07/14/21-07:47PM,54.65,29.97,82.4
07/14/21,06:51PM,07/14/21-06:51PM,54.65,29.98,82.4
07/14/21,05:50PM,07/14/21-05:50PM,57.94,29.98,80.6
07/14/21,05:12PM,07/14/21-05:12PM,57.94,29.98,80.6
07/14/21,04:47PM,07/14/21-04:47PM,61.44,29.97,78.8
07/14/21,03:47PM,07/14/21-03:47PM,73.67,29.98,75.2
07/14/21,02:59PM,07/14/21-02:59PM,88.54,29.97,73.4
07/14/21,01:50PM,07/14/21-01:50PM,100,29.96,68
07/14/21,02:50AM,07/14/21-02:50AM,88.29,29.9,68
07/14/21,01:50AM,07/14/21-01:50AM,78.09,29.88,71.6
07/14/21,12:48AM,07/14/21-12:48AM,73.5,29.87,73.4
07/13/21,11:48PM,07/13/21-11:48PM,69.21,29.88,75.2
07/13/21,10:47PM,07/13/21-10:47PM,65.2,29.89,77
07/13/21,09:47PM,07/13/21-09:47PM,65.41,29.91,78.8
07/13/21,08:47PM,07/13/21-08:47PM,65.41,29.93,78.8
07/13/21,07:47PM,07/13/21-07:47PM,73.67,29.94,75.2
07/13/21,06:47PM,07/13/21-06:47PM,73.67,29.93,75.2
07/13/21,05:47PM,07/13/21-05:47PM,73.85,29.92,77
07/13/21,04:52PM,07/13/21-04:52PM,94.07,29.91,71.6
07/13/21,03:55PM,07/13/21-03:55PM,100,29.92,69.8
07/13/21,02:50PM,07/13/21-02:50PM,93.98,29.91,68
07/13/21,01:50PM,07/13/21-01:50PM,88.37,29.9,69.8
07/13/21,02:47AM,07/13/21-02:47AM,83.01,29.85,69.8
07/13/21,01:47AM,07/13/21-01:47AM,73.32,29.84,71.6
07/13/21,12:47AM,07/13/21-12:47AM,64.98,29.84,75.2
07/12/21,11:47PM,07/12/21-11:47PM,57.69,29.85,78.8
07/12/21,11:15PM,07/12/21-11:15PM,51.31,29.86,82.4
07/12/21,10:50PM,07/12/21-10:50PM,51.31,29.87,82.4
07/12/21,09:50PM,07/12/21-09:50PM,51.31,29.88,82.4
07/12/21,08:47PM,07/12/21-08:47PM,54.4,29.9,80.6
07/12/21,07:48PM,07/12/21-07:48PM,54.4,29.92,80.6
07/12/21,06:48PM,07/12/21-06:48PM,51.31,29.92,82.4
07/12/21,05:47PM,07/12/21-05:47PM,57.69,29.93,78.8
07/12/21,04:47PM,07/12/21-04:47PM,69.21,29.94,75.2
07/12/21,03:57PM,07/12/21-03:57PM,64.98,29.93,75.2
07/12/21,02:59PM,07/12/21-02:59PM,88.54,29.91,73.4
07/12/21,01:50PM,07/12/21-01:50PM,93.94,29.9,66.2
07/12/21,02:47AM,07/12/21-02:47AM,77.94,29.88,69.8
07/12/21,01:47AM,07/12/21-01:47AM,69.01,29.86,73.4
07/12/21,12:47AM,07/12/21-12:47AM,73.5,29.86,73.4
07/11/21,11:47PM,07/11/21-11:47PM,69.21,29.85,75.2
07/11/21,10:47PM,07/11/21-10:47PM,61.44,29.86,78.8
07/11/21,09:47PM,07/11/21-09:47PM,61.44,29.86,78.8
07/11/21,08:48PM,07/11/21-08:48PM,57.94,29.87,80.6
07/11/21,07:48PM,07/11/21-07:48PM,54.65,29.88,82.4
07/11/21,06:51PM,07/11/21-06:51PM,51.31,29.88,82.4
07/11/21,05:47PM,07/11/21-05:47PM,54.4,29.89,80.6
07/11/21,04:47PM,07/11/21-04:47PM,61.21,29.9,77
07/11/21,03:47PM,07/11/21-03:47PM,69.21,29.9,75.2
07/11/21,02:47PM,07/11/21-02:47PM,94.12,29.9,73.4
07/11/21,01:47PM,07/11/21-01:47PM,100,29.9,66.2
07/11/21,02:47AM,07/11/21-02:47AM,82.89,29.89,68
07/11/21,01:47AM,07/11/21-01:47AM,73.32,29.88,71.6
07/11/21,12:47AM,07/11/21-12:47AM,64.98,29.88,75.2
07/10/21,11:47PM,07/10/21-11:47PM,57.69,29.88,78.8
07/10/21,10:59PM,07/10/21-10:59PM,57.94,29.88,80.6
07/10/21,09:47PM,07/10/21-09:47PM,43.18,29.91,87.8
07/10/21,08:50PM,07/10/21-08:50PM,54.65,29.91,82.4
07/10/21,07:47PM,07/10/21-07:47PM,65.41,29.91,78.8
07/10/21,06:50PM,07/10/21-06:50PM,65.2,29.92,77
07/10/21,05:50PM,07/10/21-05:50PM,57.94,29.92,80.6
07/10/21,04:50PM,07/10/21-04:50PM,65.41,29.93,78.8
07/10/21,04:00PM,07/10/21-04:00PM,65.41,29.94,78.8
07/10/21,03:00PM,07/10/21-03:00PM,73.5,29.96,73.4
07/10/21,01:50PM,07/10/21-01:50PM,94.03,29.94,69.8
07/10/21,02:47AM,07/10/21-02:47AM,77.94,29.9,69.8
07/10/21,01:47AM,07/10/21-01:47AM,64.98,29.88,75.2
07/10/21,01:02AM,07/10/21-01:02AM,69.21,29.87,75.2
07/10/21,12:50AM,07/10/21-12:50AM,69.21,29.87,75.2
07/09/21,11:55PM,07/09/21-11:55PM,61.44,29.88,78.8
07/09/21,10:52PM,07/09/21-10:52PM,61.44,29.9,78.8
07/09/21,09:59PM,07/09/21-09:59PM,61.44,29.92,78.8
07/09/21,08:56PM,07/09/21-08:56PM,61.44,29.91,78.8
07/09/21,07:47PM,07/09/21-07:47PM,57.94,29.93,80.6
07/09/21,06:47PM,07/09/21-06:47PM,57.94,29.93,80.6
07/09/21,05:55PM,07/09/21-05:55PM,61.44,29.94,78.8
07/09/21,04:51PM,07/09/21-04:51PM,54.65,29.93,82.4
07/09/21,03:47PM,07/09/21-03:47PM,69.6,29.93,78.8
07/09/21,02:50PM,07/09/21-02:50PM,83.25,29.92,73.4
07/09/21,01:50PM,07/09/21-01:50PM,93.98,29.9,68
07/09/21,02:49AM,07/09/21-02:49AM,73.32,29.84,71.6
07/09/21,01:52AM,07/09/21-01:52AM,73.5,29.83,73.4
07/09/21,12:57AM,07/09/21-12:57AM,78.09,29.82,71.6
07/08/21,11:50PM,07/08/21-11:50PM,69.01,29.82,73.4
07/08/21,10:47PM,07/08/21-10:47PM,64.98,29.82,75.2
07/08/21,09:51PM,07/08/21-09:51PM,61.44,29.83,78.8
07/08/21,08:53PM,07/08/21-08:53PM,57.69,29.83,78.8
07/08/21,07:47PM,07/08/21-07:47PM,64.98,29.84,75.2
07/08/21,06:47PM,07/08/21-06:47PM,54.4,29.85,80.6
07/08/21,05:47PM,07/08/21-05:47PM,57.94,29.84,80.6
07/08/21,04:59PM,07/08/21-04:59PM,57.69,29.83,78.8
07/08/21,03:47PM,07/08/21-03:47PM,74.02,29.83,78.8
07/08/21,02:48PM,07/08/21-02:48PM,94.07,29.83,71.6
07/08/21,01:47PM,07/08/21-01:47PM,100,29.84,66.2
07/08/21,02:48AM,07/08/21-02:48AM,82.89,29.79,68
07/08/21,01:49AM,07/08/21-01:49AM,73.32,29.79,71.6
07/08/21,12:51AM,07/08/21-12:51AM,69.01,29.78,73.4
07/07/21,11:53PM,07/07/21-11:53PM,69.01,29.79,73.4
07/07/21,10:47PM,07/07/21-10:47PM,64.76,29.81,73.4
07/07/21,09:49PM,07/07/21-09:49PM,64.76,29.82,73.4
07/07/21,08:54PM,07/07/21-08:54PM,60.98,29.83,75.2
07/07/21,07:47PM,07/07/21-07:47PM,60.98,29.84,75.2
07/07/21,06:47PM,07/07/21-06:47PM,60.98,29.85,75.2
07/07/21,05:47PM,07/07/21-05:47PM,61.21,29.86,77
07/07/21,04:51PM,07/07/21-04:51PM,65.41,29.87,78.8
07/07/21,03:58PM,07/07/21-03:58PM,88.37,29.88,69.8
07/07/21,02:47PM,07/07/21-02:47PM,93.94,29.89,66.2
07/07/21,01:47PM,07/07/21-01:47PM,93.89,29.87,64.4
07/07/21,02:49AM,07/07/21-02:49AM,82.77,29.85,66.2
07/07/21,01:48AM,07/07/21-01:48AM,73.15,29.86,69.8
07/07/21,12:47AM,07/07/21-12:47AM,73.32,29.86,71.6
07/06/21,11:47PM,07/06/21-11:47PM,64.76,29.87,73.4
07/06/21,10:52PM,07/06/21-10:52PM,73.15,29.92,69.8
07/06/21,09:48PM,07/06/21-09:48PM,60.98,29.91,75.2
07/06/21,08:59PM,07/06/21-08:59PM,60.98,29.92,75.2
07/06/21,07:47PM,07/06/21-07:47PM,60.98,29.94,75.2
07/06/21,06:52PM,07/06/21-06:52PM,50.78,29.95,78.8
07/06/21,05:47PM,07/06/21-05:47PM,60.98,29.98,75.2
07/06/21,04:47PM,07/06/21-04:47PM,68.81,29.98,71.6
07/06/21,03:50PM,07/06/21-03:50PM,88.2,29.99,66.2
07/06/21,01:47PM,07/06/21-01:47PM,100,29.97,62.6
07/06/21,02:47AM,07/06/21-02:47AM,93.84,29.94,62.6
